Series_Title,Gross,Role,Actor
Once Were Warriors,2201126.0,Star2,Temuera Morrison
True Romance,12281500.0,Star2,Patricia Arquette
Trois couleurs: Bleu,1324974.0,Star2,Zbigniew Zamachowski
Jûbê ninpûchô,,Star2,Emi Shinohara
Carlito's Way,36948322.0,Star2,Sean Penn
Edward Scissorhands,56362352.0,Star2,Winona Ryder
My Left Foot: The Story of Christy Brown,14743391.0,Star2,Brenda Fricker
Crimes and Misdemeanors,18254702.0,Star2,Woody Allen
The Untouchables,76270454.0,Star2,Sean Connery
Hannah and Her Sisters,40084041.0,Star2,Dianne Wiest
Brazil,9929135.0,Star2,Kim Greist
This Is Spinal Tap,188751.0,Star2,Michael McKean
A Christmas Story,20605209.0,Star2,Melinda Dillon
The Blues Brothers,57229890.0,Star2,Dan Aykroyd
Manhattan,45700000.0,Star2,Diane Keaton
All That Jazz,37823676.0,Star2,Jessica Lange
Dawn of the Dead,5100000.0,Star2,Ken Foree
All the President's Men,70600000.0,Star2,Robert Redford
La montaña sagrada,61001.0,Star2,Horacio Salinas
Amarcord,,Star2,Bruno Zanin
Le charme discret de la bourgeoisie,198809.0,Star2,Delphine Seyrig
"Aguirre, der Zorn Gottes",,Star2,Ruy Guerra
Harold and Maude,,Star2,Bud Cort
Patton,61700000.0,Star2,Karl Malden
The Wild Bunch,12064472.0,Star2,Ernest Borgnine
Night of the Living Dead,89029.0,Star2,Judith O'Dea
The Lion in Winter,22276975.0,Star2,Katharine Hepburn
In the Heat of the Night,24379978.0,Star2,Rod Steiger
Charade,13474588.0,Star2,Audrey Hepburn
The Manchurian Candidate,,Star2,Laurence Harvey
Spartacus,30000000.0,Star2,Laurence Olivier
L'avventura,,Star2,Monica Vitti
Hiroshima mon amour,88300.0,Star2,Eiji Okada
The Ten Commandments,93740000.0,Star2,Yul Brynner
The Searchers,,Star2,Jeffrey Hunter
East of Eden,,Star2,Raymond Massey
High Noon,9450000.0,Star2,Grace Kelly
Strangers on a Train,7630000.0,Star2,Robert Walker
Harvey,,Star2,Wallace Ford
Miracle on 34th Street,2650000.0,Star2,Maureen O'Hara
Notorious,10464000.0,Star2,Ingrid Bergman
The Big Sleep,6540000.0,Star2,Lauren Bacall
The Lost Weekend,9460000.0,Star2,Jane Wyman
The Philadelphia Story,,Star2,Katharine Hepburn
His Girl Friday,296000.0,Star2,Rosalind Russell
The Adventures of Robin Hood,3981000.0,Star2,Errol Flynn
A Night at the Opera,2537520.0,Star2,Groucho Marx
King Kong,10000000.0,Star2,Fay Wray
Freaks,,Star2,Leila Hyams
Nosferatu,,Star2,Alexander Granach
The Gentlemen,,Star2,Charlie Hunnam
Raazi,,Star2,Vicky Kaushal
Sound of Metal,,Star2,Olivia Cooke
Forushande,2402067.0,Star2,Taraneh Alidoosti
Dunkirk,188373161.0,Star2,Barry Keoghan
Perfetti sconosciuti,,Star2,Anna Foglietta
Hidden Figures,169607287.0,Star2,Octavia Spencer
Paddington 2,40442052.0,Star2,Hugh Grant
Udta Punjab,,Star2,Alia Bhatt
Kubo and the Two Strings,48023088.0,Star2,Art Parkinson
M.S. Dhoni: The Untold Story,1782795.0,Star2,Kiara Advani
Manchester by the Sea,47695120.0,Star2,Michelle Williams
Under sandet,435266.0,Star2,Louis Hofmann
Rogue One,532177324.0,Star2,Diego Luna
Captain America: Civil War,408084349.0,Star2,Chris Evans
The Hateful Eight,54117416.0,Star2,Kurt Russell
Little Women,108101214.0,Star2,Emma Watson
Loving Vincent,6735118.0,Star2,Douglas Booth
Pride,,Star2,Imelda Staunton
Le passé,1330596.0,Star2,Tahar Rahim
La grande bellezza,2852400.0,Star2,Carlo Verdone
The Lunchbox,4231500.0,Star2,Nimrat Kaur
Vicky Donor,169209.0,Star2,Yami Gautam
Big Hero 6,222527828.0,Star2,Ryan Potter
About Time,15322921.0,Star2,Rachel McAdams
English Vinglish,1670773.0,Star2,Adil Hussain
Kaze tachinu,5209580.0,Star2,Hidetoshi Nishijima
Toy Story 4,434038008.0,Star2,Tim Allen
La migliore offerta,85433.0,Star2,Jim Sturgess
Moonrise Kingdom,45512466.0,Star2,Kara Hayward
How to Train Your Dragon 2,177002924.0,Star2,Cate Blanchett
The Big Short,70259870.0,Star2,Steve Carell
Kokuhaku,,Star2,Yoshino Kimura
Ang-ma-reul bo-at-da,128392.0,Star2,Choi Min-sik
The Girl with the Dragon Tattoo,102515793.0,Star2,Rooney Mara
Captain Phillips,107100855.0,Star2,Barkhad Abdi
Ajeossi,6460.0,Star2,Sae-ron Kim
Straight Outta Compton,161197785.0,Star2,Corey Hawkins
Madeo,547292.0,Star2,Won Bin
Chugyeokja,,Star2,Jung-woo Ha
The Hobbit: The Desolation of Smaug,258366855.0,Star2,Martin Freeman
Das weiße Band - Eine deutsche Kindergeschichte,2222647.0,Star2,Ernst Jacobi
Män som hatar kvinnor,10095170.0,Star2,Noomi Rapace
The Trial of the Chicago 7,,Star2,Alex Sharp
Druk,,Star2,Thomas Bo Larsen
The Fighter,93617009.0,Star2,Christian Bale
Taken,145000989.0,Star2,Maggie Grace
The Boy in the Striped Pyjamas,9030581.0,Star2,David Thewlis
Once,9439923.0,Star2,Markéta Irglová
The Hobbit: An Unexpected Journey,303003568.0,Star2,Ian McKellen
Auf der anderen Seite,741283.0,Star2,Nurgül Yesilçay
Atonement,50927067.0,Star2,James McAvoy
Drive,35061555.0,Star2,Carey Mulligan
American Gangster,130164645.0,Star2,Russell Crowe
Avatar,760507625.0,Star2,Zoe Saldana
Mr. Nobody,3600.0,Star2,Sarah Polley
Apocalypto,50866635.0,Star2,Raoul Max Trujillo
Little Miss Sunshine,59891098.0,Star2,Steve Carell
Hot Fuzz,23637265.0,Star2,Nick Frost
The Curious Case of Benjamin Button,127509326.0,Star2,Cate Blanchett
Veer-Zaara,2921738.0,Star2,Preity Zinta
Adams æbler,1305.0,Star2,Mads Mikkelsen
Pride & Prejudice,38405088.0,Star2,Matthew Macfadyen
The World's Fastest Indian,5128124.0,Star2,Diane Ladd
Tôkyô goddofâzâzu,128985.0,Star2,Tôru Emori
Serenity,25514517.0,Star2,Gina Torres
Walk the Line,119519402.0,Star2,Reese Witherspoon
Ondskan,15280.0,Star2,Henrik Lundström
The Notebook,81001787.0,Star2,James Garner
Diarios de motocicleta,16756372.0,Star2,Rodrigo De la Serna
Lilja 4-ever,181655.0,Star2,Artyom Bogucharskiy
Les triplettes de Belleville,7002255.0,Star2,Jean-Claude Donda
Gongdong gyeongbi guyeok JSA,,Star2,Lee Byung-Hun
The Count of Monte Cristo,54234062.0,Star2,Guy Pearce
Waking Life,2892011.0,Star2,Trevor Jack Brooks
Remember the Titans,115654751.0,Star2,Will Patton
Wo hu cang long,128078872.0,Star2,Michelle Yeoh
Todo sobre mi madre,8264530.0,Star2,Marisa Paredes
Cast Away,233632142.0,Star2,Helen Hunt
The Boondock Saints,25812.0,Star2,Sean Patrick Flanery
The Insider,28965197.0,Star2,Al Pacino
October Sky,32481825.0,Star2,Chris Cooper
Shrek,267665011.0,Star2,Mike Myers
Titanic,659325379.0,Star2,Kate Winslet
Hana-bi,233986.0,Star2,Kayoko Kishimoto
Gattaca,12339633.0,Star2,Uma Thurman
The Game,48323648.0,Star2,Deborah Kara Unger
Breaking the Waves,4040691.0,Star2,Stellan Skarsgård
Ed Wood,5887457.0,Star2,Martin Landau
What's Eating Gilbert Grape,9170214.0,Star2,Leonardo DiCaprio
Tombstone,56505065.0,Star2,Kurt Russell
The Sandlot,32416586.0,Star2,Mike Vitar
The Remains of the Day,22954968.0,Star2,Emma Thompson
Naked,1769305.0,Star2,Lesley Sharp
The Fugitive,183875760.0,Star2,Tommy Lee Jones
A Bronx Tale,17266971.0,Star2,Chazz Palminteri
Batman: Mask of the Phantasm,5617391.0,Star2,Frank Paur
Lat sau san taam,,Star2,Tony Chiu-Wai Leung
Night on Earth,2015810.0,Star2,Gena Rowlands
La double vie de Véronique,1999955.0,Star2,Wladyslaw Kowalski
Boyz n the Hood,57504069.0,Star2,Laurence Fishburne
Misery,61276872.0,Star2,Kathy Bates
Awakenings,52096475.0,Star2,Robin Williams
Majo no takkyûbin,,Star2,Minami Takayama
Glory,26830000.0,Star2,Denzel Washington
Dip huet seung hung,,Star2,Danny Lee
Back to the Future Part II,118500000.0,Star2,Christopher Lloyd
Mississippi Burning,34603943.0,Star2,Willem Dafoe
Predator,59735548.0,Star2,Carl Weathers
Evil Dead II,5923044.0,Star2,Sarah Berry
Ferris Bueller's Day Off,70136369.0,Star2,Alan Ruck
Down by Law,1436000.0,Star2,John Lurie
The Goonies,61503218.0,Star2,Josh Brolin
The Color Purple,98467863.0,Star2,Whoopi Goldberg
The Breakfast Club,45875171.0,Star2,Judd Nelson
The Killing Fields,34700291.0,Star2,Haing S. Ngor
Ghostbusters,238632124.0,Star2,Dan Aykroyd
The Right Stuff,21500000.0,Star2,Scott Glenn
The King of Comedy,2500000.0,Star2,Jerry Lewis
E.T. the Extra-Terrestrial,435110554.0,Star2,Drew Barrymore
Kramer vs. Kramer,106260000.0,Star2,Meryl Streep
Days of Heaven,,Star2,Brooke Adams
The Outlaw Josey Wales,31800000.0,Star2,Sondra Locke
The Man Who Would Be King,,Star2,Michael Caine
The Conversation,4420000.0,Star2,John Cazale
La planète sauvage,193817.0,Star2,Jennifer Drake
The Day of the Jackal,16056255.0,Star2,Terence Alexander
Badlands,,Star2,Sissy Spacek
Cabaret,42765000.0,Star2,Michael York
Willy Wonka & the Chocolate Factory,4000000.0,Star2,Jack Albertson
Midnight Cowboy,44785053.0,Star2,Jon Voight
Wait Until Dark,17550741.0,Star2,Alan Arkin
Guess Who's Coming to Dinner,56700000.0,Star2,Sidney Poitier
Bonnie and Clyde,,Star2,Faye Dunaway
My Fair Lady,72000000.0,Star2,Rex Harrison
Mary Poppins,102272727.0,Star2,Dick Van Dyke
The Longest Day,39100000.0,Star2,Gerd Oswald
Jules et Jim,,Star2,Oskar Werner
The Innocents,2616000.0,Star2,Peter Wyngarde
À bout de souffle,336705.0,Star2,Jean Seberg
Red River,,Star2,John Wayne
Key Largo,,Star2,Edward G. Robinson
To Have and Have Not,,Star2,Lauren Bacall
Shadow of a Doubt,,Star2,Joseph Cotten
Stagecoach,,Star2,Claire Trevor
The Lady Vanishes,,Star2,Michael Redgrave
Bringing Up Baby,,Star2,Cary Grant
Bride of Frankenstein,4360000.0,Star2,Elsa Lanchester
Duck Soup,,Star2,Harpo Marx
Scarface: The Shame of the Nation,,Star2,Paul Muni
Frankenstein,,Star2,Mae Clarke
Roma,,Star2,Marina de Tavira
God's Own Country,335609.0,Star2,Alec Secareanu
Deadpool 2,324591735.0,Star2,Josh Brolin
Wind River,33800859.0,Star2,Jeremy Renner
Get Out,176040665.0,Star2,Allison Williams
Mission: Impossible - Fallout,220159104.0,Star2,Henry Cavill
En man som heter Ove,3358518.0,Star2,Bahar Pars
What We Do in the Shadows,3333000.0,Star2,Jemaine Clement
Omoide no Mânî,765127.0,Star2,Sara Takatsuki
The Theory of Everything,35893537.0,Star2,Felicity Jones
Kingsman: The Secret Service,128261724.0,Star2,Taron Egerton
The Fault in Our Stars,124872350.0,Star2,Ansel Elgort
Me and Earl and the Dying Girl,6743776.0,Star2,RJ Cyler
Birdman or (The Unexpected Virtue of Ignorance),42340598.0,Star2,Zach Galifianakis
La vie d'Adèle,2199675.0,Star2,Adèle Exarchopoulos
Kai po che!,1122527.0,Star2,Sushant Singh Rajput
The Broken Circle Breakdown,175058.0,Star2,Johan Heldenbergh
Captain America: The Winter Soldier,259766572.0,Star2,Chris Evans
Rockstar,985912.0,Star2,Nargis Fakhri
Nebraska,17654912.0,Star2,Will Forte
Wreck-It Ralph,189422889.0,Star2,Jack McBrayer
Le Petit Prince,1339152.0,Star2,Mackenzie Foy
Detachment,71177.0,Star2,Christina Hendricks
Midnight in Paris,56816662.0,Star2,Rachel McAdams
The Lego Movie,257760692.0,Star2,Chris Pratt
Gravity,274092705.0,Star2,George Clooney
Star Trek Into Darkness,228778661.0,Star2,Zachary Quinto
Beasts of No Nation,83861.0,Star2,Emmanuel Affadzi
The Social Network,96962694.0,Star2,Andrew Garfield
X: First Class,146408305.0,Star2,Michael Fassbender
The Hangover,277322503.0,Star2,Bradley Cooper
Skyfall,304360277.0,Star2,Javier Bardem
Silver Linings Playbook,132092958.0,Star2,Jennifer Lawrence
Argo,136025503.0,Star2,Bryan Cranston
(500) Days of Summer,32391374.0,Star2,Joseph Gordon-Levitt
Harry Potter and the Deathly Hallows: Part 1,295983305.0,Star2,Emma Watson
Gake no ue no Ponyo,15090400.0,Star2,Matt Damon
Frost/Nixon,18593156.0,Star2,Michael Sheen
Papurika,881302.0,Star2,Tôru Emori
Changeling,35739802.0,Star2,Colm Feore
Flipped,1752214.0,Star2,Callan McAuliffe
Toki o kakeru shôjo,,Star2,Takuya Ishida
Death Note: Desu nôto,,Star2,Ken'ichi Matsuyama
This Is England,327919.0,Star2,Stephen Graham
Ex Machina,25442958.0,Star2,Domhnall Gleeson
Efter brylluppet,412544.0,Star2,Sidse Babett Knudsen
The Last King of Scotland,17605861.0,Star2,Forest Whitaker
Zodiac,33080084.0,Star2,Robert Downey Jr.
Lucky Number Slevin,22494487.0,Star2,Ben Kingsley
Joyeux Noël,1054361.0,Star2,Benno Fürmann
Control,871577.0,Star2,Samantha Morton
Tangled,200821936.0,Star2,Mandy Moore
Zwartboek,4398392.0,Star2,Sebastian Koch
Brokeback Mountain,83043761.0,Star2,Heath Ledger
3:10 to Yuma,53606916.0,Star2,Christian Bale
Crash,54580300.0,Star2,Sandra Bullock
Kung fu,17108591.0,Star2,Wah Yuen
The Bourne Supremacy,176241941.0,Star2,Franka Potente
The Machinist,1082715.0,Star2,Jennifer Jason Leigh
Ray,75331600.0,Star2,Regina King
Lost in Translation,44585453.0,Star2,Scarlett Johansson
Harry Potter and the Goblet of Fire,290013036.0,Star2,Emma Watson
Man on Fire,77911774.0,Star2,Christopher Walken
Coraline,75286229.0,Star2,Teri Hatcher
The Last Samurai,111110575.0,Star2,Ken Watanabe
The Magdalene Sisters,4890878.0,Star2,Dorothy Duffy
Good Bye Lenin!,4064200.0,Star2,Katrin Saß
In America,15539266.0,Star2,Samantha Morton
I Am Sam,40311852.0,Star2,Michelle Pfeiffer
Adaptation.,22245861.0,Star2,Meryl Streep
Black Hawk Down,108638745.0,Star2,Ewan McGregor
Road to Perdition,104454762.0,Star2,Tyler Hoechlin
Das Experiment,141072.0,Star2,Christian Berkel
Billy Elliot,21995263.0,Star2,Julie Walters
Hedwig and the Angry Inch,3029081.0,Star2,Miriam Shor
Ocean's Eleven,183417150.0,Star2,Brad Pitt
Vampire Hunter D: Bloodlust,151086.0,Star2,John Rafter Lee
"O Brother, Where Art Thou?",45512588.0,Star2,George Clooney
Interstate 60: Episodes of the Road,,Star2,Gary Oldman
"South Park: Bigger, Longer & Uncut",52037603.0,Star2,Matt Stone
Office Space,10824921.0,Star2,Jennifer Aniston
Happiness,2807390.0,Star2,Jon Lovitz
Training Day,76631907.0,Star2,Ethan Hawke
Rushmore,17105219.0,Star2,Bill Murray
Abre los ojos,368234.0,Star2,Penélope Cruz
Being John Malkovich,22858926.0,Star2,Cameron Diaz
As Good as It Gets,148478011.0,Star2,Helen Hunt
The Fifth Element,63540020.0,Star2,Milla Jovovich
Le dîner de cons,4065116.0,Star2,Jacques Villeret
Donnie Brasco,41909762.0,Star2,Johnny Depp
Shine,35811509.0,Star2,Armin Mueller-Stahl
Primal Fear,56116183.0,Star2,Laura Linney
Hamlet,4414535.0,Star2,Julie Christie
A Little Princess,10019307.0,Star2,Eleanor Bron
Do lok tin si,,Star2,Michelle Reis
Il postino,21848932.0,Star2,Massimo Troisi
Clerks,3151130.0,Star2,Jeff Anderson
Short Cuts,6110979.0,Star2,Julianne Moore
Philadelphia,77324422.0,Star2,Denzel Washington
The Muppet Christmas Carol,27281507.0,Star2,Kermit the Frog
Malcolm X,48169908.0,Star2,Angela Bassett
The Last of the Mohicans,75505856.0,Star2,Madeleine Stowe
Kurenai no buta,,Star2,Tokiko Katô
Glengarry Glen Ross,10725228.0,Star2,Jack Lemmon
A Few Good Men,141340178.0,Star2,Jack Nicholson
Fried Green Tomatoes,82418501.0,Star2,Jessica Tandy
Barton Fink,6153939.0,Star2,John Turturro
Miller's Crossing,5080409.0,Star2,Gabriel Byrne
Who Framed Roger Rabbit,156452370.0,Star2,Christopher Lloyd
Spoorloos,,Star2,Gene Bervoets
Withnail & I,1544889.0,Star2,Paul McGann
The Last Emperor,43984230.0,Star2,Joan Chen
Empire of the Sun,22238696.0,Star2,John Malkovich
Der Name der Rose,7153487.0,Star2,Christian Slater
Blue Velvet,8551228.0,Star2,Kyle MacLachlan
The Purple Rose of Cairo,10631333.0,Star2,Jeff Daniels
After Hours,10600000.0,Star2,Rosanna Arquette
Zelig,11798616.0,Star2,Mia Farrow
The Verdict,54000000.0,Star2,Charlotte Rampling
Star Trek II: The Wrath of Khan,78912963.0,Star2,Leonard Nimoy
First Blood,47212904.0,Star2,Brian Dennehy
Ordinary People,54800000.0,Star2,Mary Tyler Moore
Airplane!,83400000.0,Star2,Jerry Zucker
Rupan sansei: Kariosutoro no shiro,,Star2,Eiko Masuyama
Halloween,47000000.0,Star2,Jamie Lee Curtis
Le locataire,1924733.0,Star2,Isabelle Adjani
Love and Death,,Star2,Diane Keaton
The Taking of Pelham One Two Three,,Star2,Robert Shaw
Blazing Saddles,119500000.0,Star2,Gene Wilder
Serpico,29800000.0,Star2,John Randolph
Enter the Dragon,25000000.0,Star2,John Saxon
Deliverance,7056013.0,Star2,Burt Reynolds
The French Connection,15630710.0,Star2,Roy Scheider
Dirty Harry,35900000.0,Star2,Andrew Robinson
Where Eagles Dare,,Star2,Clint Eastwood
The Odd Couple,44527234.0,Star2,Walter Matthau
The Dirty Dozen,45300000.0,Star2,Ernest Borgnine
Belle de jour,26331.0,Star2,Jean Sorel
A Man for All Seasons,28350000.0,Star2,Wendy Hiller
Repulsion,,Star2,Ian Hendry
Zulu,,Star2,Jack Hawkins
Goldfinger,51081062.0,Star2,Gert Fröbe
The Birds,11403529.0,Star2,Tippi Hedren
Cape Fear,,Star2,Robert Mitchum
Peeping Tom,83957.0,Star2,Anna Massey
The Magnificent Seven,4905000.0,Star2,Steve McQueen
Les yeux sans visage,52709.0,Star2,Alida Valli
Invasion of the Body Snatchers,,Star2,Dana Wynter
Rebel Without a Cause,,Star2,Natalie Wood
The Ladykillers,,Star2,Peter Sellers
Sabrina,,Star2,Audrey Hepburn
The Quiet Man,10550000.0,Star2,Maureen O'Hara
The Day the Earth Stood Still,,Star2,Patricia Neal
The African Queen,536118.0,Star2,Katharine Hepburn
Gilda,,Star2,Glenn Ford
Fantasia,76408097.0,Star2,Ford Beebe Jr.
The Invisible Man,,Star2,Gloria Stuart
Dark Waters,,Star2,Anne Hathaway
Searching,26020957.0,Star2,Debra Messing
Once Upon a Time... in Hollywood,142502728.0,Star2,Brad Pitt
Nelyubov,566356.0,Star2,Aleksey Rozin
The Florida Project,5904366.0,Star2,Bria Vinaite
Just Mercy,,Star2,Jamie Foxx
Gifted,24801212.0,Star2,Mckenna Grace
The Peanut Butter Falcon,13122642.0,Star2,Zack Gottsagen
Victoria,,Star2,Frederick Lau
Mustang,845464.0,Star2,Doga Zeynep Doguslu
Guardians of the Galaxy Vol. 2,389813101.0,Star2,Zoe Saldana
Baby Driver,107825862.0,Star2,Jon Bernthal
Only the Brave,18340051.0,Star2,Miles Teller
Bridge of Spies,72313754.0,Star2,Mark Rylance
Incredibles 2,608581744.0,Star2,Holly Hunter
Moana,248757044.0,Star2,Don Hall
Sicario,46889293.0,Star2,Josh Brolin
Creed,109767581.0,Star2,Sylvester Stallone
Leviafan,1092800.0,Star2,Elena Lyadova
Hell or High Water,26862450.0,Star2,Ben Foster
Philomena,37707719.0,Star2,Steve Coogan
Dawn of the Planet of the Apes,208545589.0,Star2,Keri Russell
El cuerpo,,Star2,Hugo Silva
Serbuan maut,4105123.0,Star2,Ananda George
End of Watch,41003371.0,Star2,Michael Peña
Kari-gurashi no Arietti,19202743.0,Star2,Mirai Shida
A Star Is Born,215288866.0,Star2,Bradley Cooper
True Grit,171243005.0,Star2,Jeff Bridges
Hævnen,1008098.0,Star2,Trine Dyrholm
Despicable Me,251513985.0,Star2,Steve Carell
50/50,35014192.0,Star2,Seth Rogen
Kick-Ass,48071303.0,Star2,Nicolas Cage
Celda 211,,Star2,Alberto Ammann
Moneyball,75605492.0,Star2,Robin Wright
La piel que habito,3185812.0,Star2,Elena Anaya
Zombieland,75590286.0,Star2,Emma Stone
Die Welle,,Star2,Frederick Lau
Sherlock Holmes,209028679.0,Star2,Jude Law
The Blind Side,255959475.0,Star2,Sandra Bullock
The Visitor,9422422.0,Star2,Haaz Sleiman
Seven Pounds,69951824.0,Star2,Rosario Dawson
Eastern Promises,17114882.0,Star2,Viggo Mortensen
Stardust,38634938.0,Star2,Claire Danes
The Secret of Kells,686383.0,Star2,Evan McGuire
Inside Man,88513495.0,Star2,Clive Owen
Gone Baby Gone,20300218.0,Star2,Ed Harris
La Vie En Rose,10301706.0,Star2,Sylvie Testud
Huo Yuan Jia,24633730.0,Star2,Li Sun
The Illusionist,39868642.0,Star2,Jessica Biel
Dead Man's Shoes,6013.0,Star2,Gary Stretch
Harry Potter and the Half-Blood Prince,301959197.0,Star2,Emma Watson
300,210614939.0,Star2,Lena Headey
Match Point,23089926.0,Star2,Jonathan Rhys Meyers
Watchmen,107509799.0,Star2,Patrick Wilson
Lord of War,24149632.0,Star2,Ethan Hawke
Saw,56000369.0,Star2,Leigh Whannell
"Synecdoche, New York",3081925.0,Star2,Samantha Morton
Mysterious Skin,697181.0,Star2,Joseph Gordon-Levitt
Jeux d'enfants,548707.0,Star2,Marion Cotillard
Un long dimanche de fiançailles,6167817.0,Star2,Gaspard Ulliel
The Station Agent,5739376.0,Star2,Patricia Clarkson
21 Grams,16290476.0,Star2,Benicio Del Toro
Boksuneun naui geot,45289.0,Star2,Shin Ha-kyun
Finding Neverland,51680613.0,Star2,Kate Winslet
25th Hour,13060843.0,Star2,Barry Pepper
The Butterfly Effect,57938693.0,Star2,Ashton Kutcher
28 Days Later...,45064915.0,Star2,Naomie Harris
Batoru rowaiaru,,Star2,Aki Maeda
The Royal Tenenbaums,52364010.0,Star2,Gwyneth Paltrow
Y tu mamá también,13622333.0,Star2,Gael García Bernal
Harry Potter and the Sorcerer's Stone,317575550.0,Star2,Rupert Grint
The Others,96522687.0,Star2,Christopher Eccleston
Blow,52990775.0,Star2,Penélope Cruz
Enemy at the Gates,51401758.0,Star2,Ed Harris
Minority Report,132072926.0,Star2,Colin Farrell
The Hurricane,50668906.0,Star2,Vicellous Shannon
American Psycho,15070285.0,Star2,Justin Theroux
Lola rennt,7267585.0,Star2,Moritz Bleibtreu
The Thin Red Line,36400491.0,Star2,Sean Penn
Mulan,120620254.0,Star2,Ming-Na Wen
Fear and Loathing in Las Vegas,10680275.0,Star2,Benicio Del Toro
Funny Games,,Star2,Ulrich Mühe
Dark City,14378331.0,Star2,Kiefer Sutherland
Sleepers,49100000.0,Star2,Kevin Bacon
Lost Highway,3796699.0,Star2,Patricia Arquette
Sense and Sensibility,43182776.0,Star2,Kate Winslet
Die Hard: With a Vengeance,100012499.0,Star2,Jeremy Irons
Dead Man,1037847.0,Star2,Gary Farmer
The Bridges of Madison County,71516617.0,Star2,Meryl Streep
Apollo 13,173837933.0,Star2,Bill Paxton
Trois couleurs: Blanc,1464625.0,Star2,Julie Delpy
Falling Down,40903593.0,Star2,Robert Duvall
Dazed and Confused,7993039.0,Star2,Wiley Wiggins
My Cousin Vinny,52929168.0,Star2,Marisa Tomei
Omohide poro poro,453243.0,Star2,Toshirô Yanagiba
Delicatessen,1794187.0,Star2,Marie-Laure Dougnac
Home Alone,285761243.0,Star2,Joe Pesci
The Godfather: Part III,66666062.0,Star2,Diane Keaton
When Harry Met Sally...,92823600.0,Star2,Meg Ryan
The Little Mermaid,111543479.0,Star2,Jodi Benson
The Naked Gun: From the Files of Police Squad!,78756177.0,Star2,Priscilla Presley
"Planes, Trains & Automobiles",49530280.0,Star2,John Candy
Lethal Weapon,65207127.0,Star2,Danny Glover
Blood Simple,2150000.0,Star2,John Getz
On Golden Pond,119285432.0,Star2,Henry Fonda
Mad Max 2,12465371.0,Star2,Bruce Spence
The Warriors,22490039.0,Star2,James Remar
The Muppet Movie,76657000.0,Star2,Frank Oz
